review_id,hostel_id,review_text,sentiment,rating
325,43,Affordable hostel with good WiFi.,Positive,3.7
326,43,Peaceful environment for study.,Positive,3.6
327,43,Very clean rooms and friendly owner.,Positive,4.1
328,44,Good value for money.,Positive,4.9
329,44,Food quality is decent.,Neutral,3.5
330,44,Very clean rooms and friendly owner.,Positive,4.3
331,44,Very clean rooms and friendly owner.,Positive,4.7
332,44,Good value for money.,Positive,4.0
333,44,Very clean rooms and friendly owner.,Positive,4.6
334,44,Very clean rooms and friendly owner.,Positive,4.4
335,45,Food quality is decent.,Neutral,4.3
336,45,Peaceful environment for study.,Positive,5.0
337,45,Food quality is decent.,Neutral,3.5
338,45,Very clean rooms and friendly owner.,Positive,3.2
339,45,Affordable hostel with good WiFi.,Positive,4.7
340,45,Food quality is decent.,Neutral,3.7
341,46,Peaceful environment for study.,Positive,4.5
342,46,Very clean rooms and friendly owner.,Positive,4.7
343,46,Very clean rooms and friendly owner.,Positive,3.0
344,46,Affordable hostel with good WiFi.,Positive,4.3
345,46,Affordable hostel with good WiFi.,Positive,3.7
346,46,Peaceful environment for study.,Positive,4.9
347,46,Food quality is decent.,Neutral,4.8
348,46,Very clean rooms and friendly owner.,Positive,3.7
349,47,Affordable hostel with good WiFi.,Positive,3.2
350,47,Peaceful environment for study.,Positive,4.9
351,47,Food quality is decent.,Neutral,4.7
352,47,Good value for money.,Positive,4.7
353,47,Peaceful environment for study.,Positive,4.3
354,47,Affordable hostel with good WiFi.,Positive,3.2
355,47,Good value for money.,Positive,4.5
356,47,Affordable hostel with good WiFi.,Positive,3.2
357,48,Peaceful environment for study.,Positive,4.6
358,48,Good value for money.,Positive,3.9
359,48,Bathrooms need improvement.,Negative,3.8
360,48,Food quality is decent.,Neutral,4.2
361,48,Good value for money.,Positive,4.8
362,48,Good value for money.,Positive,4.9
363,48,Affordable hostel with good WiFi.,Positive,4.0
364,48,Peaceful environment for study.,Positive,3.2
365,48,Peaceful environment for study.,Positive,3.9
366,48,Very clean rooms and friendly owner.,Positive,3.5
367,49,Very clean rooms and friendly owner.,Positive,4.4
368,49,Good value for money.,Positive,4.0
369,49,Good value for money.,Positive,4.2
370,49,Bathrooms need improvement.,Negative,3.4
371,49,Good value for money.,Positive,4.7
372,49,Bathrooms need improvement.,Negative,4.0
373,49,Good value for money.,Positive,4.2
374,49,Peaceful environment for study.,Positive,4.3
375,50,Peaceful environment for study.,Positive,3.7
376,50,Good value for money.,Positive,4.3
377,50,Affordable hostel with good WiFi.,Positive,4.7
378,50,Bathrooms need improvement.,Negative,4.8
379,50,Bathrooms need improvement.,Negative,3.1
380,50,Good value for money.,Positive,4.9
381,50,Bathrooms need improvement.,Negative,4.7
382,51,Affordable hostel with good WiFi.,Positive,3.1
383,51,Peaceful environment for study.,Positive,3.6
384,51,Food quality is decent.,Neutral,4.9
385,51,Very clean rooms and friendly owner.,Positive,4.0
386,51,Bathrooms need improvement.,Negative,4.3
387,51,Peaceful environment for study.,Positive,4.6
388,51,Very clean rooms and friendly owner.,Positive,3.9
389,51,Bathrooms need improvement.,Negative,3.9
390,51,Peaceful environment for study.,Positive,3.9
391,52,Peaceful environment for study.,Positive,4.5
392,52,Very clean rooms and friendly owner.,Positive,3.2
393,52,Peaceful environment for study.,Positive,3.1
394,52,Bathrooms need improvement.,Negative,3.0
395,52,Very clean rooms and friendly owner.,Positive,4.6
396,52,Bathrooms need improvement.,Negative,4.3
397,53,Bathrooms need improvement.,Negative,3.4
398,53,Good value for money.,Positive,3.9
399,53,Food quality is decent.,Neutral,3.7
400,53,Very clean rooms and friendly owner.,Positive,4.6
401,53,Peaceful environment for study.,Positive,3.7
402,53,Bathrooms need improvement.,Negative,4.2
403,53,Good value for money.,Positive,4.3
404,53,Good value for money.,Positive,3.9
405,53,Very clean rooms and friendly owner.,Positive,4.5
406,53,Affordable hostel with good WiFi.,Positive,3.0
407,54,Good value for money.,Positive,4.9
408,54,Food quality is decent.,Neutral,4.1
409,54,Food quality is decent.,Neutral,4.4
410,54,Very clean rooms and friendly owner.,Positive,4.8
411,54,Peaceful environment for study.,Positive,3.3
412,54,Good value for money.,Positive,4.5
413,54,Peaceful environment for study.,Positive,3.2
414,54,Bathrooms need improvement.,Negative,3.4
415,55,Peaceful environment for study.,Positive,3.4
416,55,Affordable hostel with good WiFi.,Positive,4.4
417,55,Very clean rooms and friendly owner.,Positive,4.5
418,55,Very clean rooms and friendly owner.,Positive,4.9
419,55,Good value for money.,Positive,4.2
420,55,Peaceful environment for study.,Positive,3.9
421,56,Bathrooms need improvement.,Negative,3.3
422,56,Peaceful environment for study.,Positive,3.0
423,56,Good value for money.,Positive,3.1
424,56,Peaceful environment for study.,Positive,4.7
425,56,Peaceful environment for study.,Positive,4.8
426,56,Affordable hostel with good WiFi.,Positive,4.4
427,56,Affordable hostel with good WiFi.,Positive,4.5
428,56,Affordable hostel with good WiFi.,Positive,3.2
429,56,Good value for money.,Positive,4.2
430,56,Food quality is decent.,Neutral,4.0
431,57,Peaceful environment for study.,Positive,5.0
432,57,Good value for money.,Positive,4.5
433,57,Food quality is decent.,Neutral,3.8
434,57,Food quality is decent.,Neutral,4.9
435,57,Peaceful environment for study.,Positive,4.6
436,57,Affordable hostel with good WiFi.,Positive,3.8
437,57,Good value for money.,Positive,4.8
438,57,Bathrooms need improvement.,Negative,3.6
439,57,Good value for money.,Positive,4.1
440,58,Good value for money.,Positive,4.5
441,58,Bathrooms need improvement.,Negative,4.3
442,58,Affordable hostel with good WiFi.,Positive,3.4
443,58,Good value for money.,Positive,3.6
444,58,Food quality is decent.,Neutral,4.8
445,58,Affordable hostel with good WiFi.,Positive,5.0
446,58,Good value for money.,Positive,5.0
447,58,Affordable hostel with good WiFi.,Positive,4.0
448,59,Good value for money.,Positive,3.2
449,59,Food quality is decent.,Neutral,4.1
450,59,Bathrooms need improvement.,Negative,4.1
451,59,Good value for money.,Positive,4.4
452,59,Good value for money.,Positive,4.5
453,59,Bathrooms need improvement.,Negative,3.6
454,59,Peaceful environment for study.,Positive,4.6
455,59,Bathrooms need improvement.,Negative,3.2
456,60,Affordable hostel with good WiFi.,Positive,3.1
457,60,Very clean rooms and friendly owner.,Positive,3.4
458,60,Affordable hostel with good WiFi.,Positive,5.0
459,60,Good value for money.,Positive,3.5
460,60,Very clean rooms and friendly owner.,Positive,4.4
461,60,Food quality is decent.,Neutral,3.4
462,60,Bathrooms need improvement.,Negative,3.1
463,60,Peaceful environment for study.,Positive,3.2
464,60,Good value for money.,Positive,4.5
465,61,Good value for money.,Positive,4.3
466,61,Peaceful environment for study.,Positive,3.5
467,61,Good value for money.,Positive,3.6
468,61,Good value for money.,Positive,3.1
469,61,Peaceful environment for study.,Positive,3.8
470,61,Good value for money.,Positive,3.6
471,61,Bathrooms need improvement.,Negative,3.1
472,62,Affordable hostel with good WiFi.,Positive,4.2
473,62,Peaceful environment for study.,Positive,4.7
474,62,Good value for money.,Positive,4.4
475,62,Good value for money.,Positive,3.7
476,62,Bathrooms need improvement.,Negative,4.1
477,62,Bathrooms need improvement.,Negative,3.4
478,62,Good value for money.,Positive,4.9
479,62,Food quality is decent.,Neutral,3.9
480,63,Affordable hostel with good WiFi.,Positive,4.9
481,63,Good value for money.,Positive,4.0
482,63,Peaceful environment for study.,Positive,3.1
483,63,Food quality is decent.,Neutral,4.1
484,63,Affordable hostel with good WiFi.,Positive,3.3
485,63,Food quality is decent.,Neutral,3.0
486,64,Good value for money.,Positive,4.9
487,64,Very clean rooms and friendly owner.,Positive,3.3
488,64,Food quality is decent.,Neutral,4.2
489,64,Good value for money.,Positive,4.2
490,64,Good value for money.,Positive,3.6
491,64,Bathrooms need improvement.,Negative,4.1
492,64,Very clean rooms and friendly owner.,Positive,4.6
493,64,Food quality is decent.,Neutral,4.1
494,64,Affordable hostel with good WiFi.,Positive,4.0
495,65,Affordable hostel with good WiFi.,Positive,3.8
496,65,Bathrooms need improvement.,Negative,3.8
497,65,Food quality is decent.,Neutral,3.4
498,65,Affordable hostel with good WiFi.,Positive,4.3
499,65,Food quality is decent.,Neutral,3.7
500,65,Affordable hostel with good WiFi.,Positive,4.9
501,65,Bathrooms need improvement.,Negative,4.1
502,65,Bathrooms need improvement.,Negative,4.6
503,65,Good value for money.,Positive,3.0
504,65,Good value for money.,Positive,3.7
505,66,Good value for money.,Positive,4.2
506,66,Bathrooms need improvement.,Negative,3.5
507,66,Very clean rooms and friendly owner.,Positive,4.4
508,66,Food quality is decent.,Neutral,3.8
509,66,Very clean rooms and friendly owner.,Positive,3.8
510,66,Bathrooms need improvement.,Negative,4.4
511,66,Very clean rooms and friendly owner.,Positive,4.8
512,67,Bathrooms need improvement.,Negative,4.6
513,67,Peaceful environment for study.,Positive,4.0
514,67,Food quality is decent.,Neutral,4.8
515,67,Affordable hostel with good WiFi.,Positive,3.6
516,67,Very clean rooms and friendly owner.,Positive,4.9
517,67,Affordable hostel with good WiFi.,Positive,4.9
518,67,Bathrooms need improvement.,Negative,4.1
519,67,Good value for money.,Positive,3.1
520,68,Good value for money.,Positive,3.8
521,68,Very clean rooms and friendly owner.,Positive,3.4
522,68,Good value for money.,Positive,4.8
523,68,Good value for money.,Positive,4.6
524,68,Good value for money.,Positive,4.6
525,68,Very clean rooms and friendly owner.,Positive,4.5
526,68,Affordable hostel with good WiFi.,Positive,3.0
527,69,Very clean rooms and friendly owner.,Positive,3.2
528,69,Very clean rooms and friendly owner.,Positive,3.4
529,69,Food quality is decent.,Neutral,4.1
530,69,Bathrooms need improvement.,Negative,4.6
531,69,Food quality is decent.,Neutral,3.8
532,69,Peaceful environment for study.,Positive,4.3
533,69,Peaceful environment for study.,Positive,3.6
534,69,Peaceful environment for study.,Positive,4.3
535,70,Very clean rooms and friendly owner.,Positive,4.3
536,70,Bathrooms need improvement.,Negative,3.1
537,70,Good value for money.,Positive,4.2
538,70,Good value for money.,Positive,4.7
539,70,Food quality is decent.,Neutral,4.9
540,70,Very clean rooms and friendly owner.,Positive,3.6
541,70,Good value for money.,Positive,3.6
542,70,Very clean rooms and friendly owner.,Positive,3.6
543,70,Peaceful environment for study.,Positive,3.8
544,70,Good value for money.,Positive,3.1
545,71,Bathrooms need improvement.,Negative,3.4
546,71,Good value for money.,Positive,3.8
547,71,Bathrooms need improvement.,Negative,3.6
548,71,Good value for money.,Positive,3.3
549,71,Good value for money.,Positive,4.8
550,71,Good value for money.,Positive,4.3
551,71,Very clean rooms and friendly owner.,Positive,4.1
552,72,Affordable hostel with good WiFi.,Positive,3.2
553,72,Very clean rooms and friendly owner.,Positive,4.1
554,72,Peaceful environment for study.,Positive,4.1
555,72,Very clean rooms and friendly owner.,Positive,3.6
556,72,Good value for money.,Positive,4.5
557,72,Good value for money.,Positive,3.7
558,72,Peaceful environment for study.,Positive,4.8
559,72,Bathrooms need improvement.,Negative,3.3
560,72,Affordable hostel with good WiFi.,Positive,3.4
561,72,Food quality is decent.,Neutral,3.4
562,73,Good value for money.,Positive,4.6
563,73,Very clean rooms and friendly owner.,Positive,4.7
564,73,Bathrooms need improvement.,Negative,3.9
565,73,Bathrooms need improvement.,Negative,3.1
566,73,Good value for money.,Positive,3.1
567,73,Very clean rooms and friendly owner.,Positive,3.4
568,73,Bathrooms need improvement.,Negative,4.0
569,74,Food quality is decent.,Neutral,3.3
570,74,Good value for money.,Positive,3.5
571,74,Food quality is decent.,Neutral,4.2
572,74,Affordable hostel with good WiFi.,Positive,3.6
573,74,Peaceful environment for study.,Positive,3.7
574,74,Good value for money.,Positive,3.6
575,74,Bathrooms need improvement.,Negative,3.3
576,74,Bathrooms need improvement.,Negative,3.7
577,75,Peaceful environment for study.,Positive,3.3
578,75,Food quality is decent.,Neutral,3.5
579,75,Affordable hostel with good WiFi.,Positive,4.4
580,75,Good value for money.,Positive,3.9
581,75,Food quality is decent.,Neutral,3.3
582,75,Good value for money.,Positive,3.7
583,75,Peaceful environment for study.,Positive,3.9
584,75,Food quality is decent.,Neutral,4.5
585,76,Bathrooms need improvement.,Negative,3.2
586,76,Good value for money.,Positive,4.2
587,76,Food quality is decent.,Neutral,4.7
588,76,Affordable hostel with good WiFi.,Positive,4.8
589,76,Affordable hostel with good WiFi.,Positive,3.5
590,76,Good value for money.,Positive,3.2
591,76,Very clean rooms and friendly owner.,Positive,4.8
592,76,Bathrooms need improvement.,Negative,4.3
593,76,Bathrooms need improvement.,Negative,4.2
594,77,Affordable hostel with good WiFi.,Positive,4.8
